"BSTOPARSNO,N,19,0","BSTOPID,N,19,0","NAME,C,254","STOPTYPE,C,254","LNG,N,19,15","LAT,N,19,15"
0,182570205,그린숲속아파트,마을,129.022238200000000,35.241668550000000
0,182570206,장원아파트,마을,129.020500600000000,35.241765950000000
0,182570207,금화횟집,마을,129.018549900000000,35.241014390000000
0,182570208,화명차고지,마을,129.017155400000000,35.240209200000000
0,182570209,북구보건소,마을,129.014975500000000,35.239144670000000
0,182570304,경남아파트,마을,129.015770000000000,35.242015930000000
0,182570305,정화양로원,마을,129.019663000000000,35.243844570000000
0,182570306,코오롱아파트,마을,129.021422200000000,35.244334260000000
0,182580101,애기소,마을,129.029292400000000,35.243933160000000
0,182590101,한중병원,일반,128.990004700000000,35.198839680000000
0,182590103,한중병원,마을,128.989865200000000,35.198590320000000
0,182600301,구포축산물도매시장,마을,128.988377200000000,35.197113670000000
0,182610301,북구청,마을,128.989947000000000,35.196880670000000
0,182620201,구포교회,마을,128.999543600000000,35.200302360000000
0,182620202,새생명교회,마을,129.000258000000000,35.199438950000000
0,182630201,구포삼거리,마을,128.991411500000000,35.200790030000000
0,182660202,구포종점,마을,129.000784900000000,35.209280000000000
0,182670103,금곡종합사회복지관,마을,129.015177300000000,35.258643550000000
0,182670104,금곡주공7단지,마을,129.014272900000000,35.257092700000000
0,182670203,금곡주공4단지,마을,129.013778400000000,35.253106480000000
0,182670204,금곡주공9단지,마을,129.013622800000000,35.255022750000000
0,182680101,금곡주공6단지,마을,129.014495200000000,35.249562360000000
0,182680102,유림1차아파트,마을,129.014072800000000,35.251282980000000
0,182680304,금곡주공4단지,마을,129.013983900000000,35.253504900000000
0,182680305,금곡주공9단지,마을,129.013891800000000,35.256061400000000
0,182700102,금곡중학교,마을,129.016465800000000,35.260347410000000
0,182700303,금곡종합사회복지관,마을,129.014923800000000,35.258748130000000
0,182700304,금곡주공7단지,마을,129.013839800000000,35.256870260000000
0,182750201,금곡주공5단지,마을,129.014198200000000,35.249437060000000
